frame,time,player_pos_x,player_pos_y,player_pos_z,player_up_x,player_up_y,player_up_z,rel_r_hand_x,rel_r_hand_y,rel_r_hand_z,r_hand_up_x,r_hand_up_y,r_hand_up_z,gaze_vec_x,gaze_vec_y,gaze_vec_z,gaze_p_x,gaze_p_y,gaze_p_z,obj_tag,obj_interacted_with,gaze_to_screen_x,gaze_to_screen_y,gaze_to_screen_z,obj_interacted_with
1;08-04-2022 17:18:34 798;-2,0129;1,3563;1,2919;-0,0562;0,9604;-0,2730;-0,0660;-0,7004;0,1107;-0,5811;0,7594;-0,2926;-0,1782;-0,0245;0,9837;-1,2390;1,6470;2,2730;3;1.332,1720;1.343,0880;1,2772;2
2;08-04-2022 17:18:34 815;-2,0139;1,3573;1,2911;-0,0631;0,9565;-0,2848;-0,0643;-0,7031;0,1024;-0,5801;0,7602;-0,2926;-0,1848;-0,0403;0,9819;-1,2390;1,6470;2,2730;3;1.339,1460;1.326,8650;1,2767;0
3;08-04-2022 17:18:34 825;-2,0146;1,3579;1,2908;-0,0660;0,9547;-0,2901;-0,0632;-0,7044;0,0987;-0,5799;0,7603;-0,2926;-0,1739;-0,0542;0,9833;-1,2390;1,6470;2,2730;3;1.342,8490;1.319,6580;1,2765;0
4;08-04-2022 17:18:34 836;-2,0148;1,3584;1,2903;-0,0684;0,9528;-0,2957;-0,0622;-0,7056;0,0949;-0,5796;0,7606;-0,2923;-0,1748;-0,0648;0,9825;-1,2390;1,6470;2,2730;3;1.346,5490;1.312,5140;1,2760;0
5;08-04-2022 17:18:34 847;-2,0150;1,3590;1,2899;-0,0708;0,9507;-0,3019;-0,0606;-0,7074;0,0906;-0,5792;0,7612;-0,2917;-0,1864;-0,0737;0,9797;-1,2390;1,6470;2,2730;3;1.349,9770;1.304,6420;1,2753;0
6;08-04-2022 17:18:34 862;-2,0158;1,3596;1,2896;-0,0734;0,9483;-0,3087;-0,0588;-0,7091;0,0860;-0,5785;0,7620;-0,2911;-0,1877;-0,0808;0,9789;-1,2390;1,6470;2,2730;3;1.353,9680;1.296,1170;1,2747;0
7;08-04-2022 17:18:34 873;-2,0164;1,3601;1,2892;-0,0760;0,9460;-0,3152;-0,0572;-0,7105;0,0814;-0,5782;0,7624;-0,2907;-0,1882;-0,0813;0,9787;-1,2390;1,6470;2,2730;3;1.357,9430;1.287,8160;1,2740;0
8;08-04-2022 17:18:34 882;-2,0171;1,3607;1,2889;-0,0782;0,9435;-0,3219;-0,0549;-0,7120;0,0770;-0,5776;0,7629;-0,2905;-0,1968;-0,0889;0,9764;-1,2390;1,6470;2,2730;3;1.362,1420;1.279,6960;1,2732;0
9;08-04-2022 17:18:34 891;-2,0175;1,3612;1,2885;-0,0800;0,9412;-0,3283;-0,0532;-0,7134;0,0728;-0,5772;0,7633;-0,2903;-0,1984;-0,1102;0,9739;-1,2390;1,6470;2,2730;3;1.365,9120;1.272,0030;1,2724;0
10;08-04-2022 17:18:34 902;-2,0183;1,3619;1,2882;-0,0817;0,9386;-0,3352;-0,0507;-0,7149;0,0682;-0,5768;0,7637;-0,2900;-0,2023;-0,1066;0,9735;-1,2390;1,6470;2,2730;3;1.370,1900;1.263,8390;1,2714;0
