frame,time,player_pos_x,player_pos_y,player_pos_z,player_up_x,player_up_y,player_up_z,rel_r_hand_x,rel_r_hand_y,rel_r_hand_z,r_hand_up_x,r_hand_up_y,r_hand_up_z,gaze_vec_x,gaze_vec_y,gaze_vec_z,gaze_p_x,gaze_p_y,gaze_p_z,obj_tag,obj_interacted_with,gaze_to_screen_x,gaze_to_screen_y,gaze_to_screen_z,obj_interacted_with
1;08-04-2022 17:26:52 227;-2,0282;1,3722;1,3229;-0,0027;0,9999;-0,0100;-0,0024;-0,6102;0,3841;0,0369;0,9881;-0,1495;-1,0000;-1,0000;-1,0000;Infinity;Infinity;Infinity;0;NaN;NaN;Infinity;0
2;08-04-2022 17:26:52 245;-2,0303;1,3695;1,3247;0,0063;0,9998;0,0166;0,0068;-0,5963;0,4000;0,0363;0,9882;-0,1488;-1,0000;-1,0000;-1,0000;Infinity;Infinity;Infinity;0;0,0000;0,0000;0,0000;0
3;08-04-2022 17:26:52 254;-2,0314;1,3681;1,3257;0,0105;0,9995;0,0290;0,0121;-0,5895;0,4071;0,0357;0,9883;-0,1486;-1,0000;-1,0000;-1,0000;Infinity;Infinity;Infinity;0;0,0000;0,0000;0,0000;0
4;08-04-2022 17:26:52 265;-2,0321;1,3667;1,3266;0,0151;0,9991;0,0404;0,0179;-0,5831;0,4135;0,0346;0,9883;-0,1487;-1,0000;-1,0000;-1,0000;Infinity;Infinity;Infinity;0;0,0000;0,0000;0,0000;0
5;08-04-2022 17:26:52 276;-2,0332;1,3655;1,3275;0,0199;0,9985;0,0508;0,0243;-0,5771;0,4194;0,0343;0,9883;-0,1486;-1,0000;-1,0000;-1,0000;Infinity;Infinity;Infinity;0;0,0000;0,0000;0,0000;0
6;08-04-2022 17:26:52 289;-2,0338;1,3642;1,3284;0,0250;0,9978;0,0608;0,0304;-0,5712;0,4248;0,0339;0,9883;-0,1487;-1,0000;-1,0000;-1,0000;Infinity;Infinity;Infinity;0;0,0000;0,0000;0,0000;0
7;08-04-2022 17:26:52 302;-2,0348;1,3630;1,3292;0,0303;0,9970;0,0709;0,0368;-0,5649;0,4301;0,0332;0,9883;-0,1487;-1,0000;-1,0000;-1,0000;Infinity;Infinity;Infinity;0;0,0000;0,0000;0,0000;0
8;08-04-2022 17:26:52 310;-2,0350;1,3617;1,3299;0,0358;0,9961;0,0812;0,0429;-0,5586;0,4355;0,0327;0,9883;-0,1487;-1,0000;-1,0000;-1,0000;Infinity;Infinity;Infinity;0;0,0000;0,0000;0,0000;0
9;08-04-2022 17:26:52 320;-2,0360;1,3606;1,3307;0,0405;0,9950;0,0916;0,0496;-0,5522;0,4406;0,0322;0,9883;-0,1488;-1,0000;-1,0000;-1,0000;Infinity;Infinity;Infinity;0;0,0000;0,0000;0,0000;0
10;08-04-2022 17:26:52 331;-2,0367;1,3597;1,3315;0,0446;0,9938;0,1015;0,0556;-0,5461;0,4450;0,0317;0,9884;-0,1487;-1,0000;-1,0000;-1,0000;Infinity;Infinity;Infinity;0;0,0000;0,0000;0,0000;0
11;08-04-2022 17:26:52 342;-2,0372;1,3586;1,3324;0,0479;0,9927;0,1103;0,0617;-0,5410;0,4486;0,0312;0,9884;-0,1489;0,1379;-0,4522;0,8812;-1,9770;0,6420;2,2010;8;997,2769;660,5279;0,9243;0
