frame,time,player_pos_x,player_pos_y,player_pos_z,player_up_x,player_up_y,player_up_z,rel_r_hand_x,rel_r_hand_y,rel_r_hand_z,r_hand_up_x,r_hand_up_y,r_hand_up_z,gaze_vec_x,gaze_vec_y,gaze_vec_z,gaze_p_x,gaze_p_y,gaze_p_z,obj_tag,obj_interacted_with,gaze_to_screen_x,gaze_to_screen_y,gaze_to_screen_z,obj_interacted_with
1;08-04-2022 17:32:39 790;-2,0450;1,3098;1,2650;0,0444;0,9980;-0,0455;0,0174;-0,4109;0,2264;0,0688;0,8064;-0,5873;0,0682;-0,6195;0,7820;-1,9770;0,6420;2,2010;8;1.188,5970;539,0967;0,9093;0
2;08-04-2022 17:32:39 805;-2,0454;1,3095;1,2652;0,0451;0,9981;-0,0412;0,0184;-0,4095;0,2279;0,0687;0,8062;-0,5877;0,0680;-0,6111;0,7887;-1,9770;0,6420;2,2010;8;1.191,9450;546,8549;0,9123;0
3;08-04-2022 17:32:39 814;-2,0458;1,3088;1,2656;0,0465;0,9984;-0,0320;0,0201;-0,4066;0,2312;0,0687;0,8061;-0,5878;0,0702;-0,6105;0,7888;-1,9770;0,6420;2,2010;8;1.198,7910;563,2723;0,9186;0
4;08-04-2022 17:32:39 824;-2,0461;1,3084;1,2659;0,0475;0,9985;-0,0274;0,0213;-0,4051;0,2328;0,0686;0,8060;-0,5879;0,0673;-0,6031;0,7948;-1,9770;0,6420;2,2010;8;1.202,8340;571,5169;0,9217;0
5;08-04-2022 17:32:39 836;-2,0461;1,3079;1,2662;0,0488;0,9986;-0,0225;0,0224;-0,4036;0,2345;0,0684;0,8061;-0,5878;0,0570;-0,5968;0,8003;-1,9770;0,6420;2,2010;8;1.207,2560;580,2040;0,9250;0
6;08-04-2022 17:32:39 846;-2,0464;1,3075;1,2665;0,0500;0,9986;-0,0170;0,0237;-0,4018;0,2364;0,0683;0,8060;-0,5879;0,0576;-0,5965;0,8005;-1,9770;0,6420;2,2010;8;1.211,8790;589,8816;0,9286;0
7;08-04-2022 17:32:39 857;-2,0462;1,3069;1,2666;0,0512;0,9986;-0,0114;0,0252;-0,4001;0,2384;0,0680;0,8060;-0,5880;0,0624;-0,5952;0,8011;-1,9770;0,6420;2,2010;8;1.216,2890;599,7719;0,9324;0
8;08-04-2022 17:32:39 869;-2,0465;1,3065;1,2670;0,0520;0,9986;-0,0056;0,0264;-0,3983;0,2403;0,0674;0,8061;-0,5880;0,0610;-0,5939;0,8022;-1,9770;0,6420;2,2010;8;1.220,9090;609,4641;0,9360;0
9;08-04-2022 17:32:39 880;-2,0470;1,3060;1,2674;0,0528;0,9986;0,0005;0,0282;-0,3965;0,2423;0,0669;0,8059;-0,5882;0,0566;-0,5834;0,8102;-1,9770;0,6420;2,2010;8;1.225,9850;619,6572;0,9398;0
10;08-04-2022 17:32:39 891;-2,0473;1,3054;1,2677;0,0534;0,9985;0,0068;0,0293;-0,3943;0,2444;0,0669;0,8059;-0,5883;0,0563;-0,5829;0,8105;-1,9770;0,6420;2,2010;8;1.230,1020;630,1910;0,9437;0
11;08-04-2022 17:32:39 910;-2,0476;1,3049;1,2680;0,0539;0,9985;0,0129;0,0306;-0,3922;0,2464;0,0682;0,8059;-0,5881;0,0510;-0,5814;0,8120;-1,9770;0,6420;2,2010;8;1.234,2420;640,2547;0,9474;0
12;08-04-2022 17:32:39 919;-2,0480;1,3043;1,2684;0,0543;0,9983;0,0189;0,0320;-0,3901;0,2483;0,0686;0,8057;-0,5883;0,0417;-0,5626;0,8257;-1,9770;0,6420;2,2010;8;1.238,6300;650,0956;0,9509;0
13;08-04-2022 17:32:39 926;-2,0484;1,3038;1,2688;0,0547;0,9982;0,0247;0,0332;-0,3880;0,2501;0,0689;0,8056;-0,5885;0,0417;-0,5626;0,8257;-1,9770;0,6420;2,2010;8;1.242,7790;659,4175;0,9542;0
14;08-04-2022 17:32:39 935;-2,0493;1,3033;1,2694;0,0547;0,9980;0,0303;0,0350;-0,3862;0,2517;0,0691;0,8054;-0,5887;0,0749;-0,5762;0,8138;-1,9770;0,6420;2,2010;8;1.247,8050;668,0602;0,9572;0
15;08-04-2022 17:32:39 947;-2,0497;1,3029;1,2698;0,0550;0,9978;0,0358;0,0367;-0,3845;0,2532;0,0692;0,8051;-0,5891;0,1493;-0,5947;0,7900;-1,9770;0,6420;2,2010;8;1.252,4330;676,6015;0,9602;0
16;08-04-2022 17:32:39 958;-2,0503;1,3025;1,2703;0,0547;0,9977;0,0406;0,0382;-0,3827;0,2545;0,0696;0,8050;-0,5892;0,1799;-0,6001;0,7794;-1,9770;0,6420;2,2010;8;1.257,4740;683,9727;0,9626;0
17;08-04-2022 17:32:39 969;-2,0507;1,3021;1,2708;0,0542;0,9975;0,0447;0,0396;-0,3813;0,2554;0,0700;0,8052;-0,5889;0,1855;-0,5769;0,7955;-1,9770;0,6420;2,2010;8;1.262,5830;689,8904;0,9644;0
18;08-04-2022 17:32:39 979;-2,0512;1,3018;1,2712;0,0535;0,9974;0,0478;0,0410;-0,3804;0,2560;0,0702;0,8055;-0,5884;0,1775;-0,5843;0,7919;-1,9770;0,6420;2,2010;8;1.267,3210;694,4250;0,9658;0
19;08-04-2022 17:32:39 990;-2,0517;1,3016;1,2717;0,0528;0,9973;0,0509;0,0426;-0,3794;0,2567;0,0703;0,8059;-0,5878;0,1791;-0,5811;0,7939;-1,9770;0,6420;2,2010;8;1.272,6780;698,7488;0,9671;0
